city_id,city_name,country,region,latitude,longitude,population,gdp_usd,annual_trade_volume_teu,main_industries,key_commercial_actors,sources,confidence,last_verified
ARC-CITY-058,Skagway,USA,"Alaska (Southeast, Taiya Inlet)",59.4583,-135.3139,1083,NULL,NULL,"Port logistics (cruise, freight, fuel), White Pass & Yukon Route rail terminus","Municipality of Skagway, White Pass & Yukon Route Railway, Northland Services",,,
ARC-CITY-059,Point MacKenzie,USA,"Alaska (Matanuska-Susitna Borough, Knik Arm)",61.3597,-149.9787,529,NULL,NULL,"Deep-water port logistics, Rail-barge transshipment, Cargo laydown","Matanuska-Susitna Borough, Alaska Railroad",,,
ARC-CITY-060,Batsfjord,Norway,Finnmark (Varangerhalvoya),70.6342,29.7175,2100,,,,,,,
ARC-CITY-061,Kristiansand,Norway,Agder (Sorlandet),58.1467,7.9956,,,,"Ferry/Logistics,Container Shipping,Cruise,Project Cargo","Greenport Services AS,Seafront Logistics AS,Color Line,Fjord Line,Nor Lines",,,
ARC-CITY-062,Kangerlussuaq,Greenland,Qeqqata Kommunia,67.0094,-50.6892,500,120000000,1000,"Aviation hub (former US air base), tourism gateway, logistics, research","Sikuki Nuuk Harbour A/S, Kangerlussuaq Airport (Mittarfeqarfiit), Polar Logistics",,,
ARC-CITY-063,Isafjordur,Iceland,Westfjords (Vestfirðir),66.0745,-23.1150,2700,,,"Fishing (largest harbour in Westfjords), fish processing, cruise tourism","Hafnir Ísafjarðarbæjar (municipal harbour), Eimskip (coastal feeder service), Sjóferðir (whale watching)",,,
ARC-CITY-064,Varandey,Russia,Nenets Autonomous Okrug,68.8333,58.1167,200,,,"Oil transshipment (Varandey terminal, Timan-Pechora crude), offshore logistics","LUKOIL (Varandey Terminal LLC), Sovcomflot (shuttle tankers), Rosneft/Bashneft-Polus (Trebs-Titov supply)",,,
ARC-CITY-065,Torshavn,Faroe Islands,Streymoy,62.0094,-6.7717,23000,,,"Fishing, fish processing, shipping, logistics, services, cruise tourism","Torshavnar havn (Port of Torshavn), Faroe Ship, Tor Shipping, Torcargo Faroes, SSL (public ferry operator)",,,
ARC-CITY-066,Point MacKenzie (Mat-Su Borough),USA,Alaska,61.3558,-150.016,210,NULL,NULL,"Port logistics (barge, rail spur, 110-acre cargo laydown), multimodal expansion hub on Knik Arm","Matanuska-Susitna Borough, Alaska Railroad Corporation",,,
ARC-CITY-067,Homer,USA,Alaska,59.6425,-151.5483,5700,400000000,NULL,"Fishing port (halibut/salmon), coastal freight, tourism, float system redevelopment","City of Homer, Homer Harbor, Alaska Marine Highway System",,,
ARC-CITY-068,Aasiaat,Greenland,Qeqertalik,68.7067,-52.8694,3046,,,"Fishing,Offshore Supply,Maritime Services","Royal Arctic Line,Diskoline,Arctic Umiaq Line",qeqertalik.cowiplan.dk (municipal plan 2025-2037); ism-isps.com LOCODE GLJEG,90,2026-08-22
ARC-CITY-069,Ittoqqortoormiit,Greenland,Sermersooq (East Greenland),70.4845,-21.9666,370,,,"Fishing,Hunting,Tourism","Royal Arctic Line,Norlandair",inatsisartut.gl EM2025/159 + FM2026/159 (port planning motions); sermersooqcruise.com (municipal guide),85,2026-08-22
ARC-CITY-070,Tornio,Finland,Lapland,65.8481,24.1467,21300,,,"Steel,Port Operations,Logistics","Outokumpu,Rauanheimo (Röyttä Port)",rauanheimo.com (port operator); mastersguide.fintraffic.fi (official fairway guide); en.wikipedia.org/wiki/Port_of_Tornio,92,2026-08-22
ARC-CITY-071,Kokkola,Finland,Central Ostrobothnia,63.8385,23.1305,48000,,,"Chemicals,Bulk Cargo,Port Operations","Kokkola Industrial Park (KIP),Port of Kokkola",portofkokkola.fi (official port); kokkola.fi (municipal investment page),95,2026-08-22
ARC-CITY-072,Whittier,USA,Alaska,60.7731,-148.6843,272,,,"Port Operations,Logistics,Tourism","City of Whittier,Alaska Railroad Corporation (ARRC)",gov.alaska.gov (PIDP grant $4.1M Delong Dock replacement design); enr.com (Alaska port infrastructure context),90,2026-08-22
ARC-CITY-073,Chevak,USA,Alaska,61.5278,-165.5864,1024,,,"Barge Logistics,Fuel Supply,Subsistence Fishing","City of Chevak,Chevak Native Corporation",gov.alaska.gov (PIDP grant $2.35M barge landing facility planning); nomenugget.net (rural Western Alaska port context),88,2026-08-22
ARC-CITY-074,Maniitsoq,Greenland,Qeqqata (West Greenland),65.4151,-52.8999,2500,,,"Fish processing (shrimp),Port Logistics,Regional Supply Chain","Royal Greenland (shrimp factory),Royal Arctic Line,KJ Construction,Kommune Qeqqata","sermitsiaq.ag (Atlantkaj renovation delivered Dec 2025, reopened 2026-07-06; KJ Construction + Royal Arctic Line + Royal Greenland); nordicsub.dk (official: ~130 m new quay frontage Maniitsoq + regional harbour works)",80,2026-08-22
ARC-CITY-075,Mehamn,Norway,Finnmark,71.0358,27.8511,715,,,"Fishing,Port Operations,Coastal Services","Gamvik kommune,Mehamn Havn,Fiskeribladet coverage",nrk.no 2026-08 (Mehamn fixed quay NOK 23.5M award); kystverket.no (fishing port grants),85,2026-08-22
ARC-CITY-076,Oksfjord,Norway,Finnmark (Loppa),70.2392,22.3499,512,,,"Fishing,Port Operations,Logistics","Loppa kommune,Oksfjord Havn",nrk.no 2026-08 (Oksfjord NOK 38.75M two-mole award); havnemagasinet.no (largest 2026 project),85,2026-08-22
ARC-CITY-077,Cold Bay,USA,Alaska (Aleutians East Borough),55.2061,-162.7143,109,,,"Fishing, Air Cargo Hub, Dock Operations","City of Cold Bay, Alaska DOT&PF, Aleutians East Borough","sullivan.senate.gov (official press release: $43.3M MARAD PIDP grant for Cold Bay dock replacement among 7 Alaska maritime projects); govmarketnews.com (independent: MARAD $72M Alaska allocation, Cold Bay $43.3M new dock incl. surveys, geotech, design, permitting, dock replacement)",85,2026-08-22
ARC-CITY-078,Metlakatla,USA,Alaska (Annette Islands Reserve),55.1289,-131.5722,1455,,,"Fishing, Port Operations, Subsistence Harbor","Metlakatla Indian Community, Port of Metlakatla","sullivan.senate.gov (official: $3.4M Metlakatla Port Improvements - barge fender and batter piles, breakwater replacement preparation, boat haul-out repairs); govmarketnews.com (independent: MARAD PIDP Alaska allocation)",85,2026-08-22
ARC-CITY-079,Wrangell,USA,"Alaska (Wrangell Borough, Southeast)",56.4708,-132.3767,2300,,,"Deepwater Port Development (6-Mile),Shipbuilding (proposed JAG Marine yard),Fishing,Logistics","City and Borough of Wrangell,JAG Marine Group,Alaska Marine Lines (AML),Pearlson Group (shiplift design)","wrangell.com 2026-02-24 press release (official: JAG Marine Group public-private partnership, deep-water port, MOU Jan 2026, Assembly vote Feb 10 2026 to co-fund 30% design/feasibility); wrangellsentinel.com (EDA disaster grant up to $50M tied to 2023 landslide, 6-Mile Mill deepwater port, $42M EDA Industry Transformation Pathway request, $605-726M full shipyard feasibility estimate, 3-year tidelands lease approved Feb 24 2026); kstk.org (assembly preview: EDA Disaster Supplemental Grant application, 20% local match cap $12M, JAG tidelands lease hearing, Coast Guard City designation)",88,2026-08-22
ARC-CITY-080,Piteå,Sweden,Norrbotten,65.3171,21.4794,42334,,,"Forestry industry, steel (SSAB), services, green transition","Port of Piteå (Haraholmen), Piteå Science Park, SCA (Munksund mill), Boliden (industrial cluster)","""portofpitea.se (official: Piteå Hamn AB, Haraholmen location, 11.2 m depth, year-round open, E4 5 min away, SCA Munksund agreement from Oct 2026: 550,000-600,000 t/yr, 40% emissions cut); wallenius-sol.com (independent: one of deepest Bothnian Bay ports, ships to 250 m, ~1.6M t/yr, forestry products, dual Ro-Ro ramps, cranes to 100 t, approvals to expand to 12M t/yr); sca.com (official SCA: new RoRo traffic via Piteå from 1 Oct 2026, 550-600K t/yr, ~40% emissions reduction); baltictransportjournal.com (independent: SCA moves Munksund output to Piteå, 400K t/yr packaging paper, CEO Ulrika Nilsson quote)""",88,2026-08-22
ARC-CITY-081,Skellefteå,Sweden,Västerbotten,64.7505,20.9535,36590,,,"Battery industry (Northvolt), green transition, cleantech, mining (Boliden), forestry","Port of Skellefteå (Skelleftehamn), Northvolt Ett, Skellefteå Science City, Stegra (hydrogen steel)","""skelleftea.se (official municipality: Port of Skellefteå development for 250 m vessels, new quay 275 m long/28 m wide/12.5 m depth, partially ready 2026, world-first all-electric crane since 2022); portofskelleftea.se (official: SEK 1.4B investment, larger vessels by end 2027, electric cranes, fossil-free 2030 target); dagenslogistik.se (independent: SEK 97M Tillväxtverket/EU regional fund support, current ~400K t/yr → up to 1.5M t/yr incl. Northvolt +700K t, new rail track); norran.se (independent: Stegra logistics deal, port expansion, new quay inauguration before end of year)""",90,2026-08-22
ARC-CITY-082,Grundarfjörður,Iceland,Western Region (Snæfellsnes),64.9246,-23.259,834,,,"Fisheries, fish processing, tourism (Snæfellsnes cruise gateway), aquaculture","Grundarfjarðarhöfn (port authority), local fisheries, cruise tourism operators","""grundport.is (official port authority: harbour position 64°55′6″N 23°15′1″W, main pier 365 m, Berth 1 135 m/9.5 m depth/max 240 m ship, Berth 2 220 m/8.0-6.5 m/max 170 m, turning basin 1200 m, ISPS approved, VHF ch 12, pilotage not compulsory); iceland-highlights.com (independent: Grundarfjörður cruise port, live DOKK docking schedules, 6-8 h typical port time); west.is (regional tourism: Snæfellsnes gateway context)""",90,2026-08-22
ARC-CITY-083,Sørkjosen,Norway,Troms (Nordreisa),69.786,20.955,2200,,,"Port Operations,Forestry (timber export),Transport Hub,Aviation (SOJ airport),Fishing","Nordreisa Kommune,Statskog,Avinor",statskog.no;anbud.cobrief.no;nrk.no,75,2026-08-22
ARC-CITY-084,Vardø,Norway,Finnmark (Vardø kommune),70.3707,31.1100,1900,,,"Fishing, fish processing (pelagic), tourism, logistics hub (Vardø Airport)","Vardø Havn KF, Kimek (ship repair), Aker Solutions (offshore supply)","""osthavet.no (2026-02-23: external breakwater final permit decision, 3-year construction); kystverket.no (official: Svartnes southern breakwater repair contract May 2025, Finnmark Entreprenør NOK 5M); kystmagasinet.no (2026 national ~NOK 150M harbour programme incl. Vardø)""",80,2026-08-22
ARC-CITY-085,Kjøllefjord,Norway,Finnmark (Lebesby kommune),70.9458,27.3464,800,,,"Fishing, fish processing, harbour services","Kjøllefjord Fiskerihavn (Lebesby kommune), NCC Norge (contractor)","""kystverket.no (official: NCC Norge chosen for Kjøllefjord expansion, 2 new breakwaters + inner harbour dredging, NOK ~510M excl. VAT, start Sept 2026, completion autumn 2029); kystmagasinet.no (fishing harbour grant rounds 2025-2026 context)""",92,2026-08-22
ARC-CITY-086,Honningsvåg,Norway,Finnmark (Nordkapp kommune),70.9823,25.9704,2400,,,"Fishing, fish processing, tourism (North Cape gateway), cruise port","Honningsvåg Havn (Nordkapp kommune), local fish plants, cruise tourism operators","""nrk.no/tromsogfinnmark (2026: NOK 66M+ fishing harbour grants Finnmark incl. Honningsvåg new quay); bairdmaritime.com (2026-06-18: Norway NOK 83.6M 7-project round, Honningsvåg fixed dock/pier); kystverket.no (official programme, up to 50% state funding)""",85,2026-08-22
ARC-CITY-087,Seward,USA,"Alaska (Kenai Peninsula, Resurrection Bay)",60.1128,-149.4425,2700,,,"Tourism (cruise turn-port), commercial fishing, port & rail terminal (Alaska Railroad terminus), USCG FRC homeport, ship repair (Seward Shipyard JAG/Catalyst)","City of Seward, Alaska Railroad Corp., Seward Co. (Port of Tomorrow), Royal Caribbean Group (anchor tenant), US Coast Guard Arctic District, Seward Shipyard (JAG Alaska / Catalyst Marine Engineering)","seward.com/maritime (official City of Seward: Alaska's only deep-water ice-free port with rail/highway/air transport, Resurrection Bay, founded 1903 as railway supply base); seatrade-cruise.com (2026: $137M cruise port, 750-ft two-berth floating dock, terminal, Alaska Railroad purchase, spring 2026 opening); cruisemapper.com (new Seward terminal construction started May 2024, completed June 2026, 750-ft floating pier, two berths, 100-ft width); citizenportal.ai (Alaska Senate Transportation 2026-03-31: Seward Freight Dock Phase 1 lengthening to ~1,000 ft funded $25M, Phase 2 widening $8.5M USDOT BUILD pending, ~100,000 t inbound freight + 30M gallons fuel annually); alaska-native-news.com (USCG Seward FRC homeport housing $9.8M)",90,2026-08-22
ARC-CITY-088,Nikiski,USA,"Alaska (Kenai Peninsula, Cook Inlet)",60.6870,-151.3951,4500,NULL,NULL,"LNG Export (Phase 2 under development),Energy,Pipeline Services","Glenfarne Alaska LNG,Alaska Gasline Development Corp (AGDC 25%)",,,
ARC-CITY-089,Cordova,USA,"Alaska (Chugach Census Area, Prince William Sound / Orca Inlet)",60.5432,-145.7564,2609,NULL,NULL,"Commercial Fishing (one of AK largest fleets),Tourism,Ferry (AMHS),Data Center","City of Cordova Port and Harbor,Cordova Telecom Cooperative,Greensparc",cityofcordova.net (official municipal site: port & harbor operations); census.gov 2020 population 2609; akbizmag.com coverage of harbor rebuild + GCI/Cordova Telecom subsea investments,88,2026-08-24
ARC-CITY-090,Adak,USA,"Aleutians West Census Area / Aleutian Islands, Alaska",51.8815,-176.6581,190,,NULL,"Port logistics, bulk fuel storage, maritime & air cargo, commercial fishing, Cold War-era naval legacy","Aleut Ventures (Port of Adak, Adak Fuels), City of Adak, Eastern Aleutian Tribes","adak-ak.us (official city: westernmost Alaska municipality, Aleutians West Census Area, pop ~171); aleutventures.com (official: Port of Adak operator, Adak Fuels, 22M-gal storage); denali.gov (official: Denali Commission-US Navy up to $115M Adak investment)",80,2026-08-24
ARC-CITY-091,Vladivostok,Russia,Primorsky Krai (Russian Far East),43.1155,131.8855,597000,,NULL,"Gateway Port, Shipbuilding (Zvezda), Logistics, Fishing, Naval (Pacific Fleet), Container Transshipment","Vladivostok Commercial Sea Port, FESCO, Zvezda Shipyard, DP World (planned Arctic container terminal), Vostochny Port (Nakhodka)","highnorthnews.com DP World wants to build terminal in Vladivostok for Arctic container shipping (Russian Far East gateway port, NSR transshipment hub); marinelink.com Rosatom-DP World Arctic container project; mercopress.com DP World-Rosatom Intl Container Logistics JV (registered Oct 2023, 960M RUB / USD 10.3M share capital, 51% Rosatom / 49% DP World unit)",78,2026-08-25
ARC-CITY-092,Runavík (incl. Søldarfjørður),Faroe Islands,Eysturoy,62.1683,-6.7840,500,,NULL,"Fisheries/fish processing, aquaculture (salmon smolt), bunkering & fuel storage, port logistics, freight (Torcargo sea freight), North Atlantic harbor services","Effo (Søldarfjørður energy terminal), Bakkafrost (Skálavík/Ónavík smolt facilities), Port of Runavík, Torcargo (freight)",faroebusinessreport.com (SOE: Effo centralises operations in Søldarfjørður); dailynorthern.com (Effo largest fuel storage facility); bluefaroeislands.com (Runavík new port completed); dailynorthern.com 2026,80,2026-08-25
ARC-CITY-093,Barentsburg,Norway,Svalbard / Spitsbergen (Arktikugol Russian mining settlement),78.0667,14.2167,300,,NULL,"Coal mining (Trust Arktikugol), research & tourism development, consulate presence, port/bunker services","Trust Arktikugol (Russian state mining co, owner/operator), Svalbard Governor (Barentsburg office), Norwegian Tax Administration Svalbard","en.wikipedia.org/wiki/Barentsburg (independent: ~297-300 residents 2025, second-largest Svalbard settlement, 78.0667N/14.2167E); sysselmesteren.no/en/the-governor-of-svalbard/environmental-protection/land-use-management (OFFICIAL Governor of Svalbard: Barentsburg planning led by Trust Arktikugol, land-use plan adopted 2004); ssb.no (OFFICIAL Statistics Norway Svalbard settlement population)",90,2026-08-25
ARC-CITY-094,Pyramiden,Norway,"Svalbard / Spitsbergen (abandoned Russian mining settlement, Billefjorden)",78.655,16.333,0,,NULL,"Former Soviet coal mining (abandoned 1998), tourism/cruise destination, Soviet heritage preservation","Trust Arktikugol (owner/land-use planner), Svalbard Governor","sysselmesteren.no/en/the-governor-of-svalbard/environmental-protection/land-use-management (OFFICIAL Governor of Svalbard: Pyramiden planning led by Trust Arktikugol, land-use plan adopted 2014); cruisehandboka.npolar.no (OFFICIAL Norwegian Polar Institute: 78°39.3'N 16°20'E, abandoned 1998, Billefjorden); en.highnorthnews.com (independent: Pyramiden in Svalbard population register; Barentsburg+Pyramiden 340 combined)",88,2026-08-25
ARC-CITY-095,Ny-Alesund,Norway,"Svalbard / Spitsbergen (international Arctic research town, Kings Bay)",78.9167,11.9333,30,,NULL,"Arctic research infrastructure (atmospheric/marine/glaciology), Kings Bay port & logistics, scientific tourism; historic coal mining (closed 1963)","Kings Bay AS (owner/land-use planner/port operator), Norwegian Polar Institute, Njord/NySMAC research consortiums, Sysselmesteren","sysselmesteren.no/en/the-governor-of-svalbard/environmental-protection/land-use-management (OFFICIAL Governor of Svalbard: Ny-Alesund planning led by Kings Bay AS, land-use plan adopted 2024); svalbardmuseum.no/en/nyalesund (independent museum: 78°55'N 11°56'E, ~30 yr-round/130+ summer); ssb.no (OFFICIAL Statistics Norway Ny-Alesund population)",92,2026-08-25
ARC-CITY-096,Colesbukta (incl. Grumant),Norway,"Svalbard / Spitsbergen (historic Russian coal port/settlement, Isfjorden south shore)",78.120,15.150,0,,NULL,"Historic coal mining & port (Grumant mine closed 1961), maritime relic/cruise stop, potential redevelopment port area","Trust Arktikugol (land-use planner; no approved plan yet), Svalbard Governor","sysselmesteren.no/en/the-governor-of-svalbard/environmental-protection/land-use-management (OFFICIAL Governor of Svalbard: Colesbukta planning led by Trust Arktikugol, no land-use plan approved yet); svalbardmuseum.no/en/russian-mining-towns (independent museum: Grumant/Colesbukta Soviet-era coal settlements); en.wikipedia.org/wiki/Barentsburg (Colesbukta tied to Arctic coal exports)",75,2026-08-25
