program_id,program_name,country,city,latitude,longitude,program_type,key_benefits,eligibility,operator,status,official_url,sources,confidence,last_verified
ARC-PROG-011,CanNor Regional Tariff Response Initiative (RTRI) - $1.5B Expansion 2026,Canada,"Yellowknife (territories-wide: Yukon, NWT, Nunavut)",62.454,-114.3718,Contribution Program,"Expanded to up to CAD 1.5B nationally (May 4, 2026) to offset tariff-related disruptions; CanNor delivers in Yukon/NWT/Nunavut in coordination with Indigenous partners; funds productivity improvement, digitization/automation, market diversification, supply chain optimization, standards compliance, domestic supply-chain strengthening, reshoring, R&D and skilled-personnel recruitment for northern SMEs; priority sectors incl. steel, automotive, food security; ENHANCEMENT PENDING: liquidity-support measures (in addition to existing capital-investment/pivot support) announced with details to be published 08-Sep-2026","Incorporated companies, corporations, co-operatives, Indigenous-owned businesses/organizations and business-supporting non-profits in the three territories; applicants must demonstrate direct or indirect impact from ongoing trade disruptions",CanNor (Canadian Northern Economic Development Agency),ACTIVE (2026; applications via operations@cannor.gc.ca; liquidity-enhancement details DUE 08-Sep-2026),https://cannor.gc.ca/eng/1756477507494/1756477573095,"cannor.gc.ca/eng/1756477507494/1756477573095 (official: CAD 1.5B expansion May 4 2026, eligibility, activities); cannor.gc.ca/eng/1768408545779/1768408593408 (official 2026-27 transfer payment programs: RTRI); cannor.gc.ca/eng/1396123434848/1396123576050 (official CanNor programs context); canada.ca/en/northern-economic-development.html (OFFICIAL-GOV CanNor homepage 05-Sep-2026: $1.5B expansion + liquidity-support enhancement, details available 08-Sep-2026); canada.ca/en/economic-development-quebec-regions/financing-services/regional-tariff-response-initiative.html (OFFICIAL-GOV CED arm, same 08-Sep-2026 publication date — cross-confirmation)",90,2026-09-05
ARC-PROG-012,Norway Arktis 2030 Grant Scheme (KDD),Norway,Oslo,59.9139,10.7522,Grant Scheme,"Up to 5-year projects; advance disbursement (25% withheld until final report); 80M NOK 2026 call; pre-projects and strategic multi-year projects; 3 impact areas: Knowledge, Infrastructure, Environment/Safety/Climate",Norwegian orgs in Nordland/Troms/Finnmark; circumpolar Arctic projects eligible,KDD (Ministry of Local Government and Regional Development) / Innovation Norway,ACTIVE,https://lovdata.no/dokument/LTI/forskrift/2026-02-18-259,lovdata.no (official regulation KDD 2026-02-18); no.linkedin.com (Innovasjon Norge Karianne Olsen 80M NOK call); highnorthnews.com (Kulturarv Nord 7M NOK grant),VERIFIED,2026-08-21
ARC-PROG-013,Denali Commission Rural Transportation Match and Gap Funding,USA,Anchorage,61.2181,-149.9003,Infrastructure Grant,"Up to $1M per project (30% cap); $7.5M total pool; covers non-federal match or funding gaps for construction-ready rural transport projects incl. roads, boardwalks, trails, docks, boat ramps","Municipalities, boroughs, tribal governments, Indian Tribes, regional tribal non-profits in Alaska; priority to applicants without active Denali awards",Denali Commission,"ACTIVE (LOI Aug 28, 2026; awards Spring 2027)",https://www.denali.gov,linkedin.com/posts/denali-commission (official); grantoria.com/grant/soi-rural-transportation-match-and-gap-funding-assistance-program; cleat.ai (projects@denali.gov),VERIFIED,2026-08-21
ARC-PROG-014,Norrlandsfonden,Sweden,Luleå,65.5848,22.1567,Loan & Venture Financing,"Growth loans for investments, expansions and ownership changes; subordinated loans; equity and risk capital via Partnerinvest subsidiaries; co-financing alongside banks and Tillväxtverket for companies in northern Sweden lacking traditional bank financing","Growth-oriented SMEs and industrial companies registered and operating in Norrbotten, Västerbotten, Västernorrland or Jämtland; projects with offensive, forward-looking investment plans","Norrlandsfonden (government-backed development foundation, est. 1961)",ACTIVE,https://norrlandsfonden.se,https://norrlandsfonden.se; https://bostadsfinansiering.se; https://tillvaxtverket.se; https://www.linkedin.com/company/almi-nord,90,2026-08-21
ARC-PROG-015,Byggðastofnun - Icelandic Regional Development Institute,Iceland,Sauðárkrókur,65.7461,-19.6394,Development Loans & Regional Support,"Development loans (þróunarlán) and construction/housing financing for businesses, municipalities and communities outside the capital region; supports regional employment, rural infrastructure and business establishment across Iceland","Companies, municipalities and organizations in rural/regional Iceland outside the Reykjavík metropolitan area; projects creating regional employment and development","Byggðastofnun (government agency, est. 1985)",ACTIVE,https://byggdastofnun.is,https://byggdastofnun.is; https://www.stjornarradid.is/raduneyti/fjarmala-og-efnahagsraduneytid; https://ssne.is; https://ssv.is,78,2026-08-21
ARC-PROG-016,Greenland Self-Sufficiency Development Grant (Naalakkersuisut),Greenland,Nuuk,64.1814,-51.6941,Grant Scheme,"Grants for production facilities and self-sufficiency projects that increase availability of Greenlandic raw materials for the domestic market; part of Greenland's business development system (NUKIIT business support fund, consultancy discounts, loan guarantees via Greenland Venture)",Greenlandic producers and companies; projects raising Greenland's self-sufficiency (raw materials for domestic market); applications via Sullissivik portal,Naalakkersuisut (Government of Greenland) / Grønlands Erhverv,ACTIVE (expanded Aug 2024),https://sulisitsisut.gl/en/nyheder/soeg-tilskud-til-udvikling-af-selvforsyning/,https://sulisitsisut.gl/en/nyheder/soeg-tilskud-til-udvikling-af-selvforsyning/; https://stat.gl/publ/en/sa/201005/content/Business%20Policy.htm; https://naalakkersuisut.gl,72,2026-08-21
ARC-PROG-017,NSR Navigation Permit (GlavSevmorput),Russia,Moscow,55.7558,37.6173,Regulatory Permit (Navigation),"Mandatory permit to enter/navigate NSR water area; apply via Gosuslugi or NSR portal 120 days to 15 working days before entry; decision within 5 working days of acceptance; ice pilotage certificate 5yr validity; Arc7/Arc8 independent navigation windows (Jan 1-31, Jun 1-Dec 31); Decree 97 amendments Sep 2024",All vessels planning to enter NSR water area; insurance/financial security for pollution liability required,"FSBI GlavSevmorput (NSR General Administration, Rosatom)",ACTIVE,https://nsr.rosatom.ru,nsr.rosatom.ru Rules of Navigation (official PDF); nsr.rosatom.ru Decree 97/31.01.2024; nsr.rosatom.ru/en/company/functions; publication.pravo.gov.ru,92,2026-08-21
ARC-PROG-018,Prosper NWT (ex-BDIC),Canada,Yellowknife,62.4540,-114.3718,Development Loans/Equity/Advisory,"Debt financing, venture and equity investment up to C$5M per enterprise (raised from $2M); business advisory, coaching, webinars; Northern AI Adoption Program (C$2.3M, 350+ entrepreneurs); fee regulations Aug 2026","NWT private-sector businesses, entrepreneurs, Indigenous communities","Prosper NWT (GNWT arms-length agency, est. 2005, formerly BDIC)",ACTIVE,https://prospernwt.ca,prospernwt.ca; cabinradio.ca (board+AI+Fortune loan); canada.ca Minister Chartrand Feb 2026; mynorthnow.com fee regs,90,2026-08-21
ARC-PROG-019,Alaska Harbor Facility Grant Program (DOT&PF),USA,"Anchorage, AK",61.2181,-149.9003,Grant (50/50 state/local match),"50/50 matching grants for construction, expansion, major repair or major maintenance of municipally-owned harbor facilities; Tier I (former state-owned, once per facility) and Tier II (all other harbor facilities, repeatable); FY2028 call open Jul 30 - Aug 19 2026; CDQ funds eligible as match",Municipalities and regional housing authorities that own harbor facilities; port or barge facilities NOT eligible; preventive maintenance plan and property insurance required,Alaska DOT&PF (AS 29.60 Harbor Facility Grant Program),ACTIVE (FY2028 cycle),https://dot.alaska.gov/stwdplng/ports/,dot.alaska.gov/stwdplng/ports/; dot.alaska.gov FY26 Harbor Grant Application Instructions PDF; grantsights.com Alaska Grants Guide 2026,85,2026-08-21
ARC-PROG-020,Alaska Rural Ports & Barge-landings Program (RPBP),USA,"Juneau, AK",58.3019,-134.4197,Infrastructure Grant (STBG-funded),"Competitive community-driven program funding barge landings, docks and waterfront infrastructure for off-road-system rural communities; DOT&PF staff assist through outreach, planning, design, construction and close-out",Off-road-system rural communities and ANCSA Native villages not connected by road; projects showing regional economic benefit and quality-of-life gains,Alaska DOT&PF (Surface Transportation Block Grant funds),ACTIVE,https://dot.alaska.gov/stwdplng/cip/stip/projects/RPBP.shtml,dot.alaska.gov/stwdplng/cip/stip/projects/RPBP.shtml; grantsights.com Alaska Grants Guide 2026,80,2026-08-21
ARC-PROG-021,EU Structural Funds - Northern Finland (2021-2027),Finland,Oulu,65.0121,25.4651,Grant (up to 50% project costs; 60% lump-sum/pre-survey),"Business development and investment grants for growth, renewal, internationalisation, digitalization, climate/energy efficiency and employment; from 1 Jan 2026 funding tasks transferred from ELY Centres to new Economic Development Centre of Northern Finland (EDI Northern Finland)","SMEs in North Ostrobothnia, Lapland, Kainuu and Central Ostrobothnia; applications via EURA 2021 before project start; rural micro-companies also eligible under EAFRD",EDI Northern Finland / rakennerahastot.fi (Ministry of Economic Affairs and Employment),ACTIVE (2021-2027 programming period),https://rakennerahastot.fi/en/northern-finland,rakennerahastot.fi/en/northern-finland/business-funding; suomi.fi Business development aid - Economic Development Centre; valtioneuvosto.fi Programme for Northern Finland,84,2026-08-21
ARC-PROG-022,Arktis 2030 Regional Main Projects (Nordland/Troms/Finnmark),Norway,Tromsø,69.6492,18.9553,"Grant (up to NOK 6M/project, up to 50% of costs)","80M NOK allocated 2026 for main projects; up to NOK 6M per project over up to 5 years (+1yr extension), min NOK 1M; 25% withheld until final report; cross-county collaboration (>=2 of Nordland/Troms/Finnmark) prioritized; circumpolar Arctic scope; focus: knowledge / infrastructure / environment-safety-climate; complements national KDD Arktis 2030 scheme (ARC-PROG-012)",Projects benefiting the Nord-Norge region incl. circumpolar Arctic applicants; anchored in regional plans; eligible nationwide if benefits extend north,Troms fylkeskommune (administers per KDD regulation 2026-03-06-342; review Sept/Nov 2026),ACTIVE (2026 call),https://www.tromsfylke.no/tjenester/tilskudd-stipend-og-priser/tilskudd-og-stipend/naringsutvikling/arktis-2030/,tromsfylke.no Arktis 2030 hovedprosjekter 2026; lovdata.no LTI/forskrift/2026-02-18-259; lovdata.no LTI/forskrift/2026-03-06-342; regjeringen.no høring id3143922,85,2026-08-21
ARC-PROG-023,Svalbard Business Development Grant (Tilskudd til næringsutvikling på Svalbard),Norway,"Longyearbyen, Svalbard",78.2232,15.6267,Grant (rolling deadline),Financing and advisory for projects contributing to Svalbard business development; covers eligible project costs; responsible business and sustainability-risk principles required; other public support must be disclosed (may reduce grant); applications via Innovation Norway Min side,Companies with projects on Svalbard (Longyearbyen); aligned with Svalbard policy and local development plans,"Innovation Norway (Arktis office: Tromsø/Alta/Vadsø), in cooperation with Longyearbyen lokalstyre",ACTIVE (rolling),https://www.innovasjonnorge.no/tjeneste/tilskudd-til-naeringsutvikling-pa-svalbard,innovasjonnorge.no/tjeneste/tilskudd-til-naeringsutvikling-pa-svalbard; lokalstyre.no Naering og utvikling; highnorthnews.com næringssjef Longyearbyen; svalbardposten.no Næringsvennlig Longyearbyen,80,2026-08-21
ARC-PROG-024,NRC IRAP - Industrial Research Assistance Program,Canada,"Ottawa, ON",45.4215,-75.6973,"R&D Grant (non-repayable, advisory-first)","Funds tech innovation projects for Canadian SMEs (avg ~$500K non-repayable); free advisory services, technical expertise and referrals; funds projects, not day-to-day ops; first contact point for Eureka and Horizon Europe participation","Incorporated, for-profit, Canada-based SMEs up to 500 FTEs developing innovative tech-driven products/services with economic benefit to Canada; northern firms (Yukon/NWT/Nunavut) eligible under same criteria",National Research Council of Canada (NRC),ACTIVE,https://nrc.canada.ca/en/support-technology-innovation/financial-support-technology-innovation,nrc.canada.ca official IRAP page; grantcompass.ca/territories-grants.html; international.gc.ca (Eureka/Horizon Europe),92,2026-08-21
ARC-PROG-025,NRC Arctic and Northern Challenge (ARRC),Canada,"Ottawa, ON",45.4215,-75.6973,"Collaborative R&D Grant (up to $150K/yr, 3 yrs)","Up to $150,000 per project per year for up to 3 years; total up to $3M across 6-10 projects; collaborative R&D + prototype development for Arctic/Northern tech adoption; funding available from Apr 1 2026; UNESCO-endorsed initiative of Intl Decade of Sciences for Sustainable Development (2024-2033)","Provincial/territorial/regional/municipal governments and agencies; Indigenous recipients and organizations; academic institutions; non-profits; SMEs up to 500 FTE; projects directly relevant to Arctic and Northern peoples (Inuit Nunangat, Yukon, NWT) with pan-Arctic perspective; most work in Arctic/Northern areas",National Research Council of Canada (National Program Office),ACTIVE (funding from 2026-04-01),https://nrc.canada.ca/en/research-development/research-collaboration/programs/arctic-northern-challenge-program,nrc.canada.ca ARRC program page; nrc.canada.ca ARRC FAQ; facebook.com/StudentsOnIce 2026 expedition post,88,2026-08-21
ARC-PROG-026,CanNor Regional Defence Investment Initiative (RDII),Canada,"Yellowknife, NT",62.4540,-114.3718,Contribution Program (defence supply chain),"$357.7M national program; CanNor delivers up to $40.5M across Nunavut/NWT/Yukon over 3 years (2025-26 start); scale-up and productivity for SMEs, innovation ecosystem development, defence research centres, dual-use infrastructure; supports Canada's NATO 2% GDP target; contributions typically repayable for SMEs, non-repayable for NPOs/Indigenous entities","SMEs active in or entering defence supply chains (incl. dual-use products/services); NPOs (industry associations, consortia, accelerators/incubators); Indigenous recipients; provincial/territorial/municipal authorities in the three territories",CanNor (Canadian Northern Economic Development Agency),ACTIVE (2025-2026 start),https://www.cannor.gc.ca/eng/1764883061186/1764883081864,cannor.gc.ca RDII program page; canada.ca RDII announcement,90,2026-08-21
ARC-PROG-027,AIDEA Small Business Economic Development (SBED) Loan,USA,"Juneau, AK",58.3019,-134.4197,Revolving Loan (up to $300K),"Long-term fixed-rate financing up to $300K per project for business start-ups and expansions; fixed assets up to 20 yrs, working capital up to 5 yrs; max 90% of collateral value; job creation/retention focus; recapitalized +$6M in 2026 (RDIF transfer, AIDEA Resolution G25-12)","Small businesses (SBA definition) in Alaska communities with population below 30,000; must create or retain jobs; cash or private financing match required; bank turn-down letter; majority Alaska-resident ownership",AIDEA / Alaska DCCED Division of Investments (DCCED-DOI),ACTIVE (rolling),https://www.aidea.org/Programs/Business-Loans/Small-Business-Economic-Development-SBED-,aidea.org SBED program page; akleg.gov House State Affairs response HB 124 (docid 9617); grantcompass.co Alaska grants guide 2026,92,2026-08-21
ARC-PROG-028,EIB-Arion Bank Arctic Marine Finance Facility,Iceland,Reykjavik,64.1466,-21.9426,Intermediated Loan Facility (EUR 100M),"EUR 100M long-term loans to SMEs for sustainable fishing, seafood processing, land-based aquaculture and other marine industries; channelled via Arion Bank, projects 2026-2029; first EIB financing of its kind in the Arctic region; advances EU blue economy and marine sustainability goals","SMEs in Iceland, Greenland and Faroe Islands (autonomous territories within Kingdom of Denmark) engaged in sustainable marine activities; sustainability projects carried out 2026-2029",European Investment Bank (EIB) / Arion Bank,ACTIVE (2026-2029 window),https://www.eib.org/en/press/all/2026-049-marine-industries-in-the-arctic-to-get-eur100-million-eib-support-via-arion-bank,eib.org press release 2026-049 (2026-02-10); weareaquaculture.com (2026-02-18),90,2026-08-21
ARC-PROG-029,Business Finland Sprint Grant,Finland,Helsinki,60.1699,24.9384,"Grant (de minimis, up to EUR 100K / 75% of costs)","Up to EUR 100,000 non-repayable de minimis grant at 75% of eligible project costs (max project cost ~EUR 133,333); 70% advance payment for independent startups <5 yrs; first R&D funding step for rapid international growth; replaces Tempo; >200 applications in 2026 pilot; becomes continuously open from 1 Sep 2026","Finnish limited liability company with Finnish Business ID; small/micro-enterprise (EU def: <50 employees, turnover/balance sheet < EUR 10M); startups <5 yrs with no prior Business Finland funding, or older companies in strategic pivot; min EUR 50,000 paid-in equity; project >= 2/3 R&D; strong international growth potential",Business Finland,ACTIVE (pilot call 2026-03-02 to 2026-08-31; continuous from 2026-09-01),https://www.businessfinland.fi/en/services/funding/calls/2026/sprint-grant-funding-call/,businessfinland.fi Sprint call 2026; businessfinland.fi news 'Sprint funding to encourage ambitious R&D continues' (200+ applications); valjas.fi/en/learn/blog/business-finlands-new-sprint-funding/; yrittaja.io (Finnish) Sprint guide 2026,90,2026-08-21
ARC-PROG-030,Business Finland R&D Funding for SMEs and Midcaps,Finland,Helsinki,60.1699,24.9384,Grant + low-interest loan,"R&D grants for research projects (SME 50%, 60% if entirely industrial research; midcap 40%/50%) plus development and piloting funding; affordable loans ~3pp below market base rate, 7-10 yr terms with grace periods; supports export-oriented innovation, product renewal and business model change; competitive discretionary funding","SMEs (<250 employees, turnover <= EUR 50M or balance sheet <= EUR 43M) and midcaps (group turnover up to EUR 300M); substantial international growth ambition; innovative products/services/production methods/business models; piloting must include R&D",Business Finland,"ACTIVE (2026 reform: NIY closed, Sprint replaces Tempo, R&D funding continues)",https://www.businessfinland.fi/en/services/funding/funding-services/research-and-development-funding/,businessfinland.fi R&D funding service page; businessfinland.fi news 'What do Business Finland funding services look like at the beginning of 2026'; thehub.io/funding/business-finland-company-funding,82,2026-08-21
ARC-PROG-031,GENGREEN - Green Entrepreneurship (Interreg Aurora),Norway,Kirkenes,69.7271,30.0450,Cross-border capacity-building project (Interreg Aurora EU),"Free online courses (sustainability, AI, value-based business management) on DigiCampus; trainings, mentoring, networking events; supports female and green entrepreneurs across Aurora region (Troms/Finnmark, Norrbotten, Lapland, Ostrobothnia); cross-border collaboration with Nordic partners; runs to 2026",Entrepreneurs and SMEs in Interreg Aurora programme area (northern Norway/Sweden/Finland); strong focus on Nordic female entrepreneurs and green/sustainable business models; open to all entrepreneurs via free courses,Sor-Varanger Utvikling (SVU) - Norwegian lead partner / Interreg Aurora,"ACTIVE (3-yr project, ends 2026)",https://sorvarangerutvikling.no/hjem-2026/entreprenorskap-2026/gengreen/,sorvarangerutvikling.no GENGREEN page; interregaurora.eu GENGREEN project/course pages; ucs.fi Northern lights containers article,92,2026-08-21
ARC-PROG-032,Nalik Ventures IKUMA Incubator,Greenland,Nuuk,64.1814,-51.6941,"Startup incubator (virtual, 10 months)","10-month primarily virtual incubator with 1:1 meetings, webinars, expert sparring, mentoring, networking and free website creation; helps Greenlandic tourism/coastal entrepreneurs mature business ideas toward 2026 tourism season; model expandable to other sectors",Greenlandic entrepreneurs with ideas in tourism/service/experiences; CVR number <= 12 months old (startups); based in Greenland; can communicate in Greenlandic and/or Danish; max 10 participants per cohort; first cohort started Jan-Feb 2026,Nalik Ventures,ACTIVE (first cohort Feb 2026),https://nalik.gl/inkubatorforloeb/,nalik.gl Inkubatorforlob page; nalik.gl Kalaallisut page; linkedin.com/posts/nalikventures IKUMA launch announcement,85,2026-08-21
ARC-PROG-033,Greenland Tourism Loan (GronlandsBANKEN),Greenland,Nuuk,64.1814,-51.6941,Loan (0% first year),"0% interest in first year with flexible repayment; sustainability-focused financing for tourism businesses, startups and professionalisation; aims to improve access to capital and advisory support beyond main towns; increases local value creation","Greenlandic tourism businesses incl. start-ups seeking growth, professionalisation and sustainable development; sustainability focus required",GronlandsBANKEN (Bank of Greenland) with Visit Greenland,ACTIVE (2026),https://www.linkedin.com/posts/greenland-business-and-investment_greenland-tourism-businessdevelopment-activity-7414636491697606657-7nCL,linkedin.com/posts/greenland-business-and-investment (official Greenland Business account); Greenland Business Magazine page 6 (tourism loan feature),70,2026-08-21
ARC-PROG-034,Lansstyrelsen Norrbotten Rural Food & Tourism Collaboration Grant,Sweden,Lulea,65.5848,22.1567,"Project Grant (rural development, up to 4.4M SEK fund)","Total fund 4.4M SEK; covers 100% of eligible costs (public applicants) or 90% (other applicants) incl. salaries, own work, outsourcing, IT, minor equipment, meeting venues; supports job creation, sustainability, innovation, local food culture and direct sales; aligned with regional food strategy Nara Mat; projects can run to 2029-01-31","Public authorities, municipalities, associations, organizations and companies in Norrbotten rural areas; food and tourism (besoksnaring) collaboration projects; applications via Jordbruksverket e-service; call closes 2026-08-30, decisions expected Nov 2026",Lansstyrelsen Norrbotten (County Administrative Board),ACTIVE (call closes 2026-08-30),https://www.lansstyrelsen.se/norrbotten/om-oss/nyheter-och-press/nyheter---norrbotten/2026-05-06-utlysning-stod-for-samarbeten-inom-livsmedel-och-besoksnaring-pa-landsbygden.html,lansstyrelsen.se official call announcement; utvecklanorrbotten.se ERDF regional funding pages; jordbruksverket.se e-service (application channel),80,2026-08-21
ARC-PROG-035,Region Norrbotten ERDF Project Funding (Tillvaxtverket),Sweden,Lulea,65.5848,22.1567,EU Regional Development Fund (ERDF) project funding,"Funds regional innovation, entrepreneurship, energy efficiency, competence investments, food processing and sustainable business development projects; micro support, special investment support, regional investment support and innovation support available; joint pre-application meetings with Tillvaxtverket and Region Norrbotten; ESF+ project dialogues for competence investments","Municipalities, companies, associations and project organizations in Region Norrbotten (Arctic Sweden); project ideas aligned with Norrbottensstrategin 2040 smart specialization; pre-application dialogue recommended before ERDF calls (2026 meetings at Lulea or digital)",Region Norrbotten (Utveckla Norrbotten) / Svenska Tillvaxtverket,ACTIVE (2026 ERDF/ESF+ program period),https://en.utvecklanorrbotten.se/projektstod/starkt-kapacitet-for-hallbar-naringslivsutveckling/det-har-ar-projektet/,en.utvecklanorrbotten.se project and funding pages; norrbottenshandelskammare.se Team Sweden NorthNode (ERDF/Tillvaxtverket partners); iucnorr.se (IUC Norr de minimis up to EUR 300K),80,2026-08-21
ARC-PROG-036,Northern Sea Route Voyage Permit Regime (Glavsevmorput/Rosatom),Russia,Moscow,55.7558,37.6173,Regulatory Navigation Permit (NSR administration),"Year-round permitting regime for all NSR navigation per Merchant Shipping Code Art. 5.1; permits issued/suspended/resumed/revoked by Rosatom via Glavsevmorput; icebreaker escort, pilotage and ice-zone requirements; 1,312 permits issued to 975 vessels by 2024 with declining denials (zero rejections past 2 years); access to single national Arctic transport corridor (Kara Gate-Bering Strait, ~3,000 nm)",Ship owners/operators navigating NSR waters; compliance with Russian maritime safety + environmental rules and international agreements; proof of insurance/financial security for pollution liability; foreign state-owned ships require authorization >=3 months in advance (since Dec 2022),Rosatom / Glavsevmorput (Main Directorate of the Northern Sea Route),ACTIVE (permanent regime),https://legalacts.ru/kodeks/KTM-RF/glava-i/statja-5.1/,legalacts.ru KTM RF Art 5.1 (official code text); cleanarctic.org Bellona NSR vessels analysis (2025); en.arctic.ru NSR navigation operations (2026); site.uit.no NCLOS navigational rights analysis,90,2026-08-21
