port_id,port_name,city_id,country,latitude,longitude,unlocode,max_depth_m,berth_count,cargo_handling_capacity_tonnes,ice_class_support,storage_area_sq_m,fuel_services,port_fees_usd,annual_vessel_calls,operator,ownership_type,sources,confidence,last_verified
ARC-PORT-029,Lulea Port,ARC-CITY-038,Sweden,65.5806088,22.1534831,SELLA,14.0,16,18000000,Arc4,280000,Yes,28000-68000,1420,Lulea Hamn,State-owned,OSM place=suburb Södra hamn Luleå; densify off city centroid 2026-09-08 GIS loop,,2026-09-08
ARC-PORT-030,Kaliningrad Sea Port,ARC-CITY-040,Russia,54.7104,20.4522,RUKGD,13.5,42,22000000,None,650000,Yes,22000-60000,1850,Kaliningrad Sea Port,State,,,
ARC-PORT-031,Lavna Coal Terminal,ARC-CITY-001,Russia,69.1500,33.4500,RULAV,16.0,4,25000000,Arc4-Arc5,320000,Yes,30000-75000,480,Rostec/NTK,State,,,
ARC-PORT-032,Vardo Harbor,ARC-CITY-084,Norway,70.3705,31.1107,NOVAO,9.0,6,1200000,Arc3-Arc4,48000,Yes,12000-32000,165,Vardo Harbor Authority,Municipal,,,
ARC-PORT-033,Salekhard River Port,ARC-CITY-046,Russia,66.5308,66.6019,RUSLY,5.5,4,850000,Arc3,18000,Yes,8000-18000,55,Rosmorport,State,,,
ARC-PORT-034,Obskaya LNG Terminal,ARC-CITY-047,Russia,66.0833,76.6333,RUOBS,14.0,2,15000000,Arc7,65000,Yes,120000-250000,145,Novatek,Private,,,
ARC-PORT-035,Kola Bay Fuel Terminal,ARC-CITY-001,Russia,69.0000,33.2500,RUKOT,15.0,3,8000000,Arc4-Arc5,95000,Yes,35000-75000,280,Rosmorport,State,,,
ARC-PORT-036,Tiksi East Port,ARC-CITY-007,Russia,71.6800,128.9500,RUTIE,7.0,3,450000,Arc3-Arc4,12000,Yes,10000-25000,35,Rosatom,State,,,
ARC-PORT-038,Cambridge Bay Port,ARC-CITY-026,Canada,69.1169,-105.0594,CACMB,7.0,3,320000,Arc3-Arc4,22000,Yes,12000-28000,65,Cambridge Bay Hamlet,Municipal,,,
ARC-PORT-039,Rankin Inlet Port,ARC-CITY-022,Canada,62.8094,-92.0853,CARAN,7.5,4,450000,Arc3-Arc4,28000,Yes,15000-35000,72,Kivalliq Inuit Association,Indigenous,,,
ARC-PORT-040,Honningsvag Port,ARC-CITY-043,Norway,70.9821,25.9704,NOHVG,9.5,5,850000,Arc3,32000,Yes,10000-28000,245,Honningsvag Harbor,Municipal,,,
ARC-PORT-041,Mys Shmidta Port,ARC-CITY-006,Russia,68.8700,-179.4000,RUMSH,8.5,4,1200000,Arc4-Arc5,45000,Yes,15000-38000,48,Chukotka Mining,Private,,,
ARC-PORT-042,Egvekinot Port,ARC-CITY-006,Russia,66.3167,-179.1167,RUEGV,7.5,3,650000,Arc3-Arc4,28000,Yes,10000-28000,32,Chukotka Sea Port,State,,,
ARC-PORT-043,Provideniya Bay Port,ARC-CITY-006,Russia,64.3833,-173.3000,RUPRO,9.0,5,950000,Arc4-Arc5,38000,Yes,12000-32000,68,Provideniya Port,State,,,
ARC-PORT-044,Anadyr Port,ARC-CITY-006,Russia,64.7333,177.5000,RUQAD,8.5,6,1400000,Arc4,52000,Yes,15000-38000,95,Anadyr Sea Port,State,,,
ARC-PORT-045,Ambarchik Port,ARC-CITY-007,Russia,69.6500,162.3500,RUAMB,6.5,2,280000,Arc3,12000,Yes,8000-18000,15,Ambarchik Port,State,,,
ARC-PORT-046,Zhelaniye Port,ARC-CITY-008,Russia,76.9500,68.5500,RUZHE,7.0,3,420000,Arc3-Arc4,18000,Yes,9000-20000,25,Rosmorport,State,,,
ARC-PORT-047,Nordvik Port (historic),ARC-CITY-046,Russia,74.5000,111.5000,RUNVK,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,
ARC-PORT-048,Wrangel Island Port,ARC-CITY-006,Russia,71.0167,-178.5000,RUWRA,5.5,1,85000,Arc3,5500,Yes,5000-12000,8,Wrangel Island Reserve,State,,,
ARC-PORT-049,Franz Josef Land Ports,ARC-CITY-001,Russia,80.0000,55.0000,RUFJL,6.5,2,150000,Arc3-Arc4,12000,Yes,6000-15000,18,Russian Navy/Research,State,,,
ARC-PORT-050,Novaya Zemlya Ports,ARC-CITY-001,Russia,73.5000,55.0000,RUNZL,7.0,3,280000,Arc3-Arc4,22000,Yes,10000-25000,35,Russian Navy/Research,State,,,
ARC-PORT-051,Nome Snake River Moorage Facility,ARC-CITY-034,USA,64.4980,-165.4200,USOME,4.0,NULL,NULL,Arc3,NULL,No,NULL,NULL,City of Nome,Municipal,dot.alaska.gov (Governor Dunleavy $13.2M DOT RAISE grant 2025 for ~1700ft new floating dock; matched by City of Nome; permitting+design in progress); digital.akbizmag.com Deepwater Arising Mar 2026 (DOT grant; Snake River Floats alignment); knom.org local press (Snake River moorage context),78,2026-09-01
ARC-PORT-052,Grays Bay Deep-Water Port (proposed),ARC-CITY-051,Canada,67.8700,-110.9200,,15.0,4,NULL,Arc4,NULL,No,NULL,NULL,West Kitikmeot Resources Corp. (Kitikmeot Inuit Association),Indigenous,"canada.constructconnect.com (2026-03: Grays Port Project advances to EA stage; West Kitikmeot Resources Corp.; Canada's first deep-water Arctic port; up to 100,000-dwt ore carriers + polar icebreakers; 230 km road to former Jericho mine; construction start ~2028); dcn.djc.com context; cib-bic.ca CIB-WKR MOU project accelerator funding up to CAD 3M (2026); ipolitics.ca 20 May 2026 (CAD 50M from federal $1.5B First and Last Mile critical minerals fund, announced Iqaluit by Minister Hodgson; NIRB process map: community sessions fall 2026, pre-hearing report early 2027, ~5-yr construction); ca.finance.yahoo.com/CNW 24 Jun 2026 WKR release (federal consultations to list GBRP under Building Canada Act Schedule 1, following 12 Mar 2026 Carney Major Projects Office referral); mining.com Jun 2026 (national-interest status review alongside Mackenzie Valley Highway; dual-use civilian/military rationale)",90,2026-08-23
ARC-PORT-053,Qaqortoq Port,ARC-CITY-052,Greenland,60.7288,-46.0278,GLJJU,7.5,2,120000,None,12000,Yes,10000-28000,90,Royal Arctic Line,State-owned,,,
ARC-PORT-054,Raahe Port,ARC-CITY-053,Finland,64.6585543,24.4178846,FIRAA,10.0,11,5750000,Arc4,60000,Yes,18000-42000,720,Port of Raahe Ltd (Raahen Satama),Municipal,,,2026-09-08
ARC-PORT-056,Utqiagvik (Barrow) Port,ARC-CITY-028,USA,71.2906,-156.7887,USBRW,4.6,2,250000,Arc4,20000,Yes,10000-25000,60,City of Utqiagvik / Ukpeagvik Inupiat Corporation,Municipal/Indigenous,,,
ARC-PORT-057,Torshavn Port,ARC-CITY-065,Faroe Islands,62.0094,-6.7717,FOTHO,14.8,12,900000,None,400000,Yes,12000-30000,800,Torshavnar havn (Port of Torshavn),Municipal,,,
ARC-PORT-058,Port MacKenzie Multimodal Port Expansion,ARC-CITY-066,USA,61.3558,-150.016,USPMV,10.7,2,600000,Arc4,445000,Yes,-17000,90,"Matanuska-Susitna Borough (USD 34M PIDP FY2026: 110-acre cargo laydown, rail spur, barge dock improvements; Knik Arm deep-water access)",Municipal,,,
ARC-PORT-059,Skagway Industrial Dock Redevelopment,ARC-CITY-058,USA,59.4583,-135.3139,USSGY,9.1,3,900000,None,40000,Yes,-20000,400,"Municipality of Skagway (USD 38.6M PIDP FY2026: modern industrial dock, RORO ramp, integrated fuel header; White Pass & Yukon Route terminus)",Municipal,,,
ARC-PORT-060,Kirkenes Hoybukta Vest New Transshipment Port (planned),ARC-CITY-016,Norway,69.73,29.95,NOKKN,14.0,8,2000000,Arc4,300000,Yes,TBD,0,"Sor-Varanger municipality (unanimous 2026 decision): new deep-water transshipment/omlastingshavn for Northern Sea Route cargo; planned container port w/ rail link to Finland (Kirkenes-Rovaniemi), public harbor, petroleum supply base, bulk port; ~3.5 km quay potential; est. NOK 8-11B; KVU preferred site since 2015-16; state financing/Kystverket security assessment underway",Municipal (planned),,,
ARC-PORT-061,Båtsfjord Port,ARC-CITY-060,Norway,70.6344,29.7182,NOBJF,NULL,NULL,NULL,NULL,Yes,NULL,NULL,Båtsfjord Havn KF (Båtsfjord Port Authority),Municipal,,,,
ARC-PORT-062,Aasiaat Port,ARC-CITY-068,Greenland,68.7067,-52.8694,GLJEG,8.0,4,300000,Arc4,120000,Yes,,60,Aasiaat Port Authority / Royal Arctic Line,Public (municipal),"qeqertalik.cowiplan.dk (110m quay, 8m depth, container area, Disko West supply base); ism-isps.com GLJEG-0001",90,2026-08-22
ARC-PORT-063,Ittoqqortoormiit Port (planned — EM2026 design),ARC-CITY-069,Greenland,70.4845,-21.9666,GLOQT,,,,,,No,,,Greenland Self-Government (Naalakkersuisut) / Anlægsudvalget,Planned (public),"inatsisartut.gl EM2025/159 (planning motion, design by EM 2026); FM2026/159 amendment (UKA2028, emergency+security role); sermersooqcruise.com (expedition-only today)",85,2026-08-22
ARC-PORT-064,Port of Tornio (Röyttä),ARC-CITY-070,Finland,65.7530,24.1570,FITOR,9.0,8,3000000,Arc4 (year-round via icebreaking),1510000,Yes,,500,Oy M. Rauanheimo Ab (for Outokumpu),Private (steel-industrial),"rauanheimo.com/en/port-of-tornio (9.0m depth, 8 berths, ~500 ships, 3M t/yr); mastersguide.fintraffic.fi Port of Röyttä handbook (120m fairway, gas dock); en.wikipedia.org/wiki/Port_of_Tornio",92,2026-08-22
ARC-PORT-065,Port of Kokkola (Deep Port + Silverstone),ARC-CITY-071,Finland,63.8472,23.1133,FIKOK,14.2,14,7000000,Arc4,400000,Yes,,700,Kokkola Satama Oy (Port of Kokkola),Public (municipal),"portofkokkola.fi Deep Port (14.2m draught, 14m fairway, Panamax/Capesize, 7M t/yr, RWTT 1500t/h) + Silverstone (437m quay, 9.5-11m, MSC hub) + AWT (Europe's largest); kokkola.fi/invest-in-kokkola (3rd largest general port FI, #1 bulk)",95,2026-08-22
ARC-PORT-066,Vör — Reykjavík Cruise Terminal (Viðeyarsund),ARC-CITY-013,Iceland,64.1680,-21.8520,ISREY,10.0,2,500000,None,30000,Yes,,300,Faxaflóahafnir sf (Ports of Faxaflói),Private (port authority company),"faxafloahafnir.is (opened May 2026, multi-purpose cruise facility, year-round ops); linkedin.com/company/faxaflóahafnir-sf (port authority, Reykjavík)",88,2026-08-22
ARC-PORT-067,Homer Harbor Float System Replacement,ARC-CITY-067,USA,59.6425,-151.5483,USHOM,7.3,3,350000,None,12000,Yes,,350,City of Homer / US DOT Maritime Administration (PIDP),Public (municipal),"gov.alaska.gov (Governor Dunleavy: $11.2M PIDP to replace aging float system at major fishing port, 7 of 37 national projects); nomenugget.net (PIDP awards context); marad.dot.gov (Port Infrastructure Development Program)",92,2026-08-22
ARC-PORT-068,Whittier Delong Dock Replacement (design),ARC-CITY-072,USA,60.7785,-148.6680,USWIT,13.7,2,500000,Arc4,15000,Yes,,120,City of Whittier / US DOT Maritime Administration (PIDP),Public (municipal),gov.alaska.gov (Governor Dunleavy: $4.1M PIDP design funding for Delong Dock replacement); ARRC (Alaska Railroad Whittier tunnel upgrades $20.4M same round) | GIS-2026-09-07 densify Delong Dock east waterfront 60.7785/-148.6680 (alaskarails Whittier waterfront order; distinct from tunnel portal),90,2026-09-07
ARC-PORT-069,Chevak Barge Landing Facility (planned),ARC-CITY-073,USA,61.5278,-165.5864,USCVK,2.0,1,50000,None,3000,No,,40,City of Chevak / US DOT Maritime Administration (PIDP),Public (municipal),gov.alaska.gov (Governor Dunleavy: $2.35M PIDP planning grant — community sole link for fuel and goods); nomenugget.net (rural Western Alaska barge logistics context),88,2026-08-22
ARC-PORT-070,Maniitsoq Port (Atlantkaj deep-water quay),ARC-CITY-074,Greenland,65.4115420,-52.8992878,GLJSU,8.0,2,300000,None,25000,No,,180,Royal Arctic Line / Kommune Qeqqata (KJ Construction contractor),Public (state/municipal),"sermitsiaq.ag (Atlantkaj indviet 2026-07-06: renovated deep-water quay reopened, goods/passenger handling, KJ Construction + Royal Arctic Line + Royal Greenland); sermitsiaq.ag (Atlantkaj delivered Dec 2025, reopening May 2026); nordicsub.dk (official: ~130 m new quay frontage Maniitsoq); OSM Overpass densify 2026-09-08 (OSM harbour node/1938313089 Maniitsoq)",85,2026-09-08
ARC-PORT-071,Mehamn Fishing Port (fixed quay upgrade),ARC-CITY-075,Norway,71.0374618,27.8422850,NOMEH,6.0,6,30000,Arc3,4000,Yes,,600,Mehamn Havn / Gamvik kommune,Public (municipal),"kystverket.no official (fishing port grant program context); nrk.no 2026-08 (NOK 23.5M fixed quay grant, Gamvik; part of NOK 83.6M 7-project round); havnemagasinet.no (Mehamn among 2026 awarded projects); OSM Overpass densify 2026-09-08 (OSM harbour node/5355453058 Mehamn)",88,2026-09-08
ARC-PORT-072,Oksfjord Fishing Port (two breakwater moles),ARC-CITY-076,Norway,70.2379430,22.3496727,NOOKS,7.0,8,40000,Arc3,5000,Yes,,900,Oksfjord Havn / Loppa kommune,Public (municipal),"kystverket.no official (fishing port grant program, 50% co-funding); nrk.no 2026-08 (largest 2026 award NOK 38.75M for two mole extensions securing berths, Loppa); havnemagasinet.no (NOK 38.75M awarded, two moles establishment/extension); bairdmaritime.com (Norway NOK 83.6M 7 fishing port projects incl. Oksfjord NOK 38.75M); OSM Overpass densify 2026-09-08 (OSM ferry_terminal way/665781769 Loppa Havn KF)",90,2026-09-08
ARC-PORT-073,Arkhangelsk Deep-Water Port (SPK Glubokovodny port Arkhangelsk x KRDV VEF-2026 agreement; NewNew SPIEF interest),ARC-CITY-002,Russia,64.7083,40.5135,RUARH,14.5,5,,Arc4-Arc7 (NSR feeder context),,Yes,,,AO SPK Glubokovodny port Arkhangelsk (CEO I. Atemasov) x KRDV / Minvostokrazvitiya / Arkhangelsk oblast / Rosatom (VEF-2026 4-party agreement); NewNew Shipping SPIEF 2026 memorandum,"PPP; OFFICIAL investment volume RUB 466.6B (VEF-2026 final tally; supersedes SPIEF-era up-to-RUB-200B estimate); neftegaz.ru/934882 02-Sep-2026 (VEF-2026 agreement signed 01-Sep: Minvostokrazvitiya deputy head Yu. Serdechkin + Arkhangelsk oblast deputy gov I. Muraev + Rosatom NSR/Arctic director V. Panov + JSC SPC Deep-Water Port Arkhangelsk CEO I. Atemasov; site Dvinsky Bay White Sea near Kuysky lighthouse north of Muduyug island, target ~2032; draught 14.5 m / 75,000 DWT; planned capacity 31.4 Mt/yr = general+container 14.9 + mineral fertilizers 5.5 + oil coke 3.0 + coal 1.0 + oil products 1.0 + bunkering complex; access rail ~70 km + road ~50 km; Rosatom to support ice-transport model + design docs; part of TTK St-Petersburg-Murmansk-Arkhangelsk-NSR-Vladivostok; current Arkhangelsk port capacity ~11 Mt design / 4-6.5 Mt actual, 9.2 m draught); 29.ru 04-Dec-2025 (site 5 km from Kuya village; up to 9 vessels simultaneously; 5 terminals 31.4 Mt; Phase 1 general/container terminal 2028-2035, 500 jobs; general partner Rosatom per Tsybulsky-Putin meeting Jul-2025)","bellona.org Monthly Highlights Russian Arctic June 2026 (SPIEF 2026: Arkhangelsk Region + NewNew Shipping memorandum for deepwater port area, up to RUB 200B, 5 terminals, up to 75,000 DWT and 14.5 m draught by 2032; NewNew up to 12 China-Arkhangelsk NSR voyages 2026; Arctic Express window late July-early November; 2027 target 1M tonnes containerized Russia-China); en.arctic.ru Panov interview 2026-06-11 (TATC financial-economic model approval by 2026-09-01); tass.com (Rosatom: NSR freight 2026 +15% YoY, 37M+ tonnes, container transit growing) + vedomosti.ru/press_releases/2026-09-04 Roscongress OFFICIAL VEF-2026 final: SPK Glubokovodny port Arkhangelsk x KRDV agreement RUB 466.6B northern cargo flows + erdc.ru 05-Sep-2026 KRDV official wrap-up + arkhangelsk-live.ru & arh.aif.ru 02-Sep-2026 (TASS-sourced: 4-party signing incl. Rosatom, target 2032, containers/fertilizers/coal/oil-coke + bunkering) + rusca ble.ru & forumvostok.ru syndication | GIS-QA densify 2026-09-08: OSM Ekonomija cargo terminal; densify off RUARH parent ARC-PORT-002",94,2026-09-08
ARC-PORT-074,Cape Blossom Regional Port (planning — Kotzebue),ARC-CITY-033,USA,66.8500,-162.2100,USOTZ,,,,Arc4,,No,,,"City of Kotzebue (City Manager Tessa Baldwin) / Cape Blossom Regional Strategy Committee (Northwest Arctic Borough, Kikiktagruk Inupiat Corp., Kotzebue IRA, NANA); PND Engineers planning/design",Public (municipal; planning stage),"murkowski.senate.gov (official Senate 2023-11-03: $2.4M MARAD PIDP grant, feasibility + cost-benefit for first US deep-water port north of Arctic Circle); sullivan.senate.gov (official Senate: $72M Alaska package, Cape Blossom planning); adn.com Arctic Sounder 2023-11-09 (independent: $2,455,485 award, Phase III planning, regional priority since 1973, reduced freight/living costs); hacc.world (independent: feasibility, benefit-cost, site surveys, geotechnical); kotzebueak Resolution 24-41 (official: MARAD PIDP grant 693JF72444063, $2,455,485)",88,2026-08-22
ARC-PORT-075,Nuuk Harbour Expansion — Qeqertat quay (350m: 200m trawler terminal + 150m dual-use naval quay),ARC-CITY-010,Greenland,64.1700,-51.7100,GLGOH,12.0,3,,None (ice-free harbour),,No,,,"Sikuki Nuuk Harbour A/S (contractor: KJ Greenland A/S, selected 2026-04-14)",State-owned (Danish Armed Forces dual-use agreement for prioritized access),"sikuki.gl press release 2026-04-17 (official operator: KJ Greenland A/S selected after tender Apr 14 2026, 350m new quay incl. 200m trawler terminal + 150m dual-use naval quay, completion Nov 2028, Danish Armed Forces prioritized access); upfrontcom.dk 2026 (independent: 3-season construction 2026-2028, Qeqertat/Admiralty Islands extension of 2017 container terminal, shore-power planned for container/trawler/naval quays, Arctic Command dual-use berth); linkedin.com/posts/greenland-business-and-investment (Nuuk maritime sector: 1,900 jobs, DKK 1B+ annual revenue, Arctic hub positioning); knr.gl/da/nyheder/stor-udvidelse-af-havnen-i-nuuk-er-nu-paa-vej (national broadcaster: contract signed, quay at Qeqertaq Avalleq); sermitsiaq.ag/samfund/sikuki-har-udpeget-entreprenor-til-stor-havneudvidelse; sikuki.gl/2026/07/08 ground-breaking ceremony held Jul 7 2026 - construction underway",90,2026-08-23
ARC-PORT-076,Kirkenes Havn KF → Sør-Varanger kommune integration + Øst-Finnmark Intermodal Port Concept (5-port),ARC-CITY-016,Norway,69.7286210,30.0417013,NOKKN,10.5,8,2800000,Arc4-Arc5,95000,Yes,18000-45000,320,"Sør-Varanger kommune (from 2027-01-01; Kirkenes Havn KF dissolved), harbour chief warning re: development projects",Municipal (transitioning from municipal enterprise KF to direct kommune administration),"nrk.no/tromsogfinnmark 2026 (independent broadcaster: Kirkenes Havn KF dissolved and brought under Sør-Varanger kommune ordinary administration from 2027-01-01 per SP/KrF/Frp majority; harbour board replaced by municipal director; harbour chief warns Cruise Varanger AS, spa hotel front project, and intermodal port concept in Øst-Finnmark involving five other ports may be jeopardized; Nord University report on North Norwegian ports recommends shift from fragmented municipal ownership toward more state ownership); sorvarangerutvikling.no 2026 (official regional development body: ICE entrepreneurship programme, ACES circular economy summit, Øst-Finnmark positioning as intermodal Arctic hub); OSM Nominatim Sør-Varanger rådhus (node 5956632095) densify 2026-09-08 GIS loop",80,2026-09-08
ARC-PORT-077,Ísafjörður Harbour (Hafnir Ísafjarðarbæjar),ARC-CITY-063,Iceland,66.0745,-23.1150,ISISA,,,,None (ice-free harbour),,,,188,Hafnir Ísafjarðarbæjar (municipal harbour authority),Municipal (Ísafjarðarbær municipality),"icelandreview.com 2025-11-05 (independent: 188 cruise ships 2025, port fee revenue ~ISK 854M up from ISK 756.5M 2024, 181 ships booked 2026, 136 projected 2027 decline linked to new cruise passenger fee + customs exemption removal, cites mbl.is + municipality announcement + Cruise Iceland); mbl.is 2025-11-04 (national broadcaster: quarter million passengers to Ísafjörður); cruisemapper.com 2023-10-02 (independent: IKr 1B / EUR 8M pier extension investment); portcode.net + UNECE UN/LOCODE list (official: ISISA, 66 07 43N 023 12 79W); isafjordur.is (official municipality page linked in Iceland Review article)",85,2026-08-22
